category,name,model,contidition,price,stock
SKIDSTEER-WHEEL,2001 BOBCAT 773,773,Used,"$ 17,980 USD",3072008
FLEX HEAD,2011 JOHN DEERE 635F,635F,Used,"$ 17,980 USD",2996742
CORNHEAD,2010 CASE IH 3408,3408,Used,"$ 17,980 ",3068316
BALER,2015 AGCO 2856A,2856A,Used,"$ 17,900 USD",2825482
FIELD CULTIVATOR,2002 DMI TM,TM,Used,"$ 17,900 USD",2960397
TRANSPORT,2019 HEADHUNTER 48,48,Used,"$ 17,750 USD",3017248
GRAVITY WAGON,BRENT 544,544,Used,"$ 17,750 USD",3067894
GRAIN CART,2002 UNVERFERTH 8200,8200,Used,"$ 17,750 USD",3012665
BALER,2011 NEW HOLLAND BR7090,BR7090,Used,"$ 17,748 USD",3064538
GRAIN CART,KILBROS 1160,1160,Used,"$ 17,700 USD",3035929
PLANTER,2010 CASE IH 1220,1220,Used,"$ 17,700 USD",2975176
BOX DRILL GRAIN DRILL,HINIKER 4836,4836,Used,"$ 17,700 USD",3006517
MOWER CONDITIONER,2009 NEW HOLLAND H7460,H7460,Used,"$ 17,700 USD",2990254
CORNHEAD,2011 CASE IH 3408,3408,Used,"$ 17,700 USD",3053080
SPRAYER PULL-TYPE,2004 TOP AIRE 1600,1600,Used,"$ 17,700 USD",2955449
2WD &amp; MFWD TRACTOR,2004 CASE IH DX33,DX33,Used,"$ 17,700 USD",3009009
PLANTER,2011 CASE IH 1230,1230,Used,"$ 17,700 USD",2958424
PLANTER,CASE IH 950,950,Used,"$ 17,700 USD",3002025
RIPPER,2009 JOHN DEERE 512,512,Used,"$ 17,500 USD",2976057
FIELD CULTIVATOR,DMI TM II,TM II,Used,"$ 17,500 USD",3077434
MANURE SPREADER,MEYERS 2425,2425,Used,"$ 17,110 ",3068463
GRAIN CART,UNVERFERTH 6500,6500,Used,"$ 17,110 USD",2907586
BALER,2008 JOHN DEERE 568,568,Used,"$ 17,110 USD",3077713
PLANTER,1998 JOHN DEERE 1760,1760,Used,"$ 17,110 USD",2952205
CORNHEAD,2009 CASE IH 3408,3408,Used,"$ 16,900 USD",3079815
SPRAYER- SELF PROPELLED,1998 MELROE 3630,3630,Used,"$ 16,900 USD",2924638
2WD &amp; MFWD TRACTOR,1988 CASE IH 685,685,Used,"$ 16,874 USD",3086795
RIPPER,2006 CASE IH 9300,9300,Offers available,"$ 16,750 USD",2980518
FIELD CULTIVATOR,2005 JOHN DEERE 980,980,Used,"$ 16,520 USD",2990086
BALE PROCESS,2010 TEAGLE 8080,8080,Used,"$ 16,520 ",3085787
CONVEYER-AG,2014 BRANDT 1545LP,1545LP,Used,"$ 16,520 USD",2907827
FLEX HEAD,2012 JOHN DEERE 635F,635F,Used,"$ 16,520 USD",2980697
SKIDSTEER-WHEEL,2001 BOBCAT 763,763,Used,"$ 16,500 USD",3061584
CORNHEAD,2009 CASE IH 2608,2608,Used,"$ 16,500 USD",2810395
SPRAYER PULL-TYPE,2008 SUMMERS ULTIMATE,ULTIMATE,Used,"$ 16,500 USD",2975929
GRAVITY WAGON,2010 BRENT 744,744,Used,"$ 16,200 USD",3034593
FLEX HEAD,2010 JOHN DEERE 630F,630F,Used,"$ 16,000 USD",3040845
FIELD CULTIVATOR,1998 DMI TM II,TM II,Used,"$ 16,000 USD",2935850
GRAIN CART,BRENT 674,674,Used,"$ 16,000 USD",3058931
BALER,2004 JOHN DEERE 567,567,Used,"$ 15,930 USD",3022218
2WD &amp; MFWD TRACTOR,JOHN DEERE 4630,4630,Used,"$ 15,930 ",3069156
ROTARY MOWER,2012 WOODS BW1800,BW1800,Used,"$ 15,900 USD",3064158
CORNHEAD,2000 GERINGHOFF RD830,RD830,Used,"$ 15,700 USD",3013685
CORNHEAD,2009 GERINGHOFF 830,830,Used,"$ 15,700 USD",2741340
RAKE,2003 VERMEER R28,R28,Used,"$ 15,635 USD",2977643
PLANTER,2006 CASE IH 1200,1200,Used,"$ 15,500 USD",2763531
CORNHEAD,2009 DRAGO 830,830,Used,"$ 15,500 USD",3008655
CONVEYER-AG,2020 BATCO 1549,1549,Used,"$ 15,350 USD",3008740
2WD &amp; MFWD TRACTOR,2011 YANMAR EX3200,EX3200,Used,"$ 15,000 USD",2977787
PLANTER,CASE IH 1200,1200,Used,"$ 15,000 USD",3071433
SPRAYER PULL-TYPE,2008 TOP AIRE 112,112,Used,"$ 15,000 USD",3029988
CORNHEAD,2008 CASE IH 2208,2208,Used,"$ 15,000 USD",2466826
CORNHEAD,CASE IH 2206,2206,Used,"$ 14,986 USD",3077322
CORNHEAD,2007 CASE IH 2408,2408,Used,"$ 14,900 USD",2873186
CORNHEAD,2008 CRESSONI 630,630,Used,"$ 14,750 USD",2960098
FIELD CULTIVATOR,1997 JOHN DEERE 980,980,Used,"$ 14,750 USD",3063256
BALER,CASE IH SBX520,SBX520,Used,"$ 14,750 USD",2261639
FLEX HEAD,2007 JOHN DEERE 630F,630F,Used,"$ 14,750 USD",3022353
HARROW,2014 UNVERFERTH 1225,1225,Used,"$ 14,750 USD",3072926
SKIDSTEER-WHEEL,1996 CASE 1840,1840,Used,"$ 14,750 USD",3021957
CORNHEAD,2008 CASE IH 3208,3208,Used,"$ 14,750 USD",3065648
CORNHEAD,2007 CASE IH 2206,2206,Used,"$ 14,750 USD",3070216
COMBINE,1992 CASE IH 1680,1680,Used,"$ 14,691 USD",3016646
RIPPER,JOHN DEERE 2700,2700,Used,"$ 14,570 ",3068427
GRAIN CART,J&amp;M MANUFACTURING 750,750,Used,"$ 14,500 USD",3014926
FLEX HEAD,2011 CASE IH 1020,1020,Used,"$ 14,500 USD",3066561
BOX DRILL GRAIN DRILL,1994 CASE IH 5500,5500,Used,"$ 14,500 USD",2971812
RIPPER,2006 CASE IH RMX690,RMX690,Used,"$ 14,500 USD",2969571
COMBINE,1991 CASE IH 1680,1680,Used,"$ 14,160 USD",3019815
BALE PROCESS,2013 HAYBUSTER 2650,2650,Used,"$ 14,160 USD",3078380
AUGER,RICHIGER R10,R10,Used,"$ 14,160 USD",2969897
CORNHEAD,2000 JOHN DEERE 893,893,Used,"$ 14,160 USD",3068181
COMBINE,1978 CASE IH 1460,1460,Used,"$ 14,000 USD",3005192
FIELD CULTIVATOR,1996 JOHN DEERE 985,985,Used,"$ 13,983 USD",2871952
AUGER,2013 BATCO 2045,2045,Used,"$ 13,924 USD",2877521
CORNHEAD,2003 CASE IH 2206,2206,Used,"$ 13,924 USD",3067730
FLEX HEAD,2009 JOHN DEERE 635F,635F,Used,"$ 13,924 USD",3072685
MANURE SPREADER,NEW HOLLAND 195,195,Used,"$ 13,800 USD",3085721
PLANTER,2003 CASE IH 1200,1200,Used,"$ 13,700 USD",2708174
BALER,2008 CASE IH RB564,RB564,Used,"$ 13,570 USD",2958182
CONVEYER-AG,2012 BATCO 1545,1545,Used,"$ 13,570 USD",3012436
FIELD CULTIVATOR,1996 JOHN DEERE 980,980,Used,"$ 13,570 USD",2950001
FLEX HEAD,2004 CASE IH 1020,1020,Used,"$ 13,500 USD",3072101
BALER,2012 NEW HOLLAND BR7090,BR7090,Used,"$ 13,334 USD",11987868
FIELD CULTIVATOR,JOHN DEERE 980,980,Used,"$ 13,200 ",3068426
CORNHEAD,2009 JOHN DEERE 893,893,Used,"$ 13,000 USD",3077916
FLEX HEAD,CASE IH 2020,2020,Used,"$ 12,980 USD",2996735
CONVEYER-AG,2008 BRANDT 1545,1545,Used,"$ 12,980 USD",2800240
2WD &amp; MFWD TRACTOR,1978 INTERNATIONAL 1086,1086,Used,"$ 12,980 USD",9509218
AUGER,HARVEST INTL H1382,H1382,Used,"$ 12,900 USD",3008405
FLEX HEAD,2008 JOHN DEERE 635F,635F,Used,"$ 12,900 USD",3045863
CORNHEAD,2002 CASE IH 2206,2206,Used,"$ 12,900 USD",3072232
FIELD CULTIVATOR,1998 DMI TM,TM,Used,"$ 12,800 USD",2959289
SOIL FINISHER,1998 JOHN DEERE 726,726,Used,"$ 12,500 USD",3052296
2WD &amp; MFWD TRACTOR,1983 CASE 2390,2390,Used,"$ 12,500 USD",3075395
PICK-UP HEAD,PICKETT UP16-172,UP16-172,Used,"$ 12,500 USD",3009690
FLEX HEAD,2007 CATERPILLAR F540,F540,Used,"$ 12,390 USD",2901259
COMBINE,1992 CASE IH 1660,1660,Used,"$ 12,390 USD",2904820
GRAIN VAC,REM GRAIN VAC 2500,2500,Used,"$ 12,390 ",3068486
BALER,2007 CASE IH RBX563,RBX563,Used,"$ 12,390 ",3059343
FLEX HEAD,1999 JOHN DEERE 925F,925F,Used,"$ 12,390 USD",3011748
FIELD CULTIVATOR,DMI TM,TM,Used,"$ 12,385 ",3068376
FLEX HEAD,2011 NEW HOLLAND 74C,74C,Used,"$ 12,225 USD",2981016
FLEX HEAD,2009 CASE IH 2020,2020,Used,"$ 12,225 USD",2978471
FLEX HEAD,2005 CASE IH 2020,2020,Used,"$ 12,000 USD",3003583
SKIDSTEER-WHEEL,1988 BOBCAT 642B,642B,Used,"$ 12,000 USD",3084511
MOWER CONDITIONER,2000 CASE IH DCX161,DCX161,Used,"$ 12,000 USD",3022776
2WD &amp; MFWD TRACTOR,2017 NEW HOLLAND TC33DA,TC33DA,Used,"$ 12,000 USD",3027831
GRAIN CART,BRENT 770,770,Used,"$ 12,000 USD",3014986
PLANTER,1997 WHITE 6122,6122,Used,"$ 12,000 USD",3074291
GRAVITY WAGON,2001 UNVERFERTH 630,630,Used,"$ 12,000 USD",3006291
BALER,2004 JOHN DEERE 567,567,Used,"$ 12,000 USD",3004631
2WD &amp; MFWD TRACTOR,2003 CASE IH DX33,DX33,Used,"$ 12,000 USD",3025606
APPLICATOR,FAST 3PT,3PT,Used,"$ 12,000 ",3068404
FLEX HEAD,2008 CASE IH 1020,1020,Used,"$ 12,000 USD",3072957
SPRAYER PULL-TYPE,2002 SUMMERS ULTIMATE,ULTIMATE,Used,"$ 12,000 USD",3063836
2WD &amp; MFWD TRACTOR,2006 NEW HOLLAND TC29DA,TC29DA,Used,"$ 11,998 USD",2960665
DISC MOWER,2017 KUHN GMD240,GMD240,Used,"$ 11,994 USD",3060697
GRAVITY WAGON,1998 UNVERFERTH 630,630,Used,"$ 11,950 USD",3004470
SPRAYER PULL-TYPE,2001 SUMMERS 90,90,Used,"$ 11,900 USD",2840418
FIELD CULTIVATOR,1999 JOHN DEERE 980,980,Used,"$ 11,815 ",3068423
PLANTER,1995 JOHN DEERE 7300,7300,Used,"$ 11,700 USD",3023596
FLEX HEAD,1995 CASE IH 1020,1020,Used,"$ 11,400 USD",3016654
BALER,2002 JOHN DEERE 567,567,Used,"$ 11,400 USD",2991618
PLANTER,KINZE 2200,2200,Used,"$ 11,400 ",3059549
COMBINE,1991 CASE IH 1660,1660,Used,"$ 11,040 USD",4451653
FLEX HEAD,2005 CASE IH 1020,1020,Used,"$ 10,900 USD",3052558
CONVEYER-AG,2012 CONVEYALL TC1045,TC1045,Used,"$ 10,800 USD",3002733
HARROW,2007 UNVERFERTH 225,225,Used,"$ 10,800 USD",3026504
AUGER,WHEATHEART 13X71,13X71,Used,"$ 10,800 USD",2721236
GRAIN CART,1994 BRENT 672,672,Used,"$ 10,800 USD",3028061
CORNHEAD,2005 CASE IH 2208,2208,Used,"$ 10,800 USD",3072058
FLEX HEAD,2005 CASE IH 1020,1020,Used,"$ 10,800 USD",3085670
2WD &amp; MFWD TRACTOR,1995 CASE IH 3230,3230,Used,"$ 10,800 USD",3087415
FLEX HEAD,2009 NEW HOLLAND 88C,88C,Used,"$ 10,800 USD",2967360
AIR DRILL,1997 CASE IH 3310,3310,Used,"$ 10,560 USD",3018890
FLEX HEAD,2010 CASE IH 2020,2020,Used,"$ 10,500 USD",3078428
FLEX HEAD,2003 JOHN DEERE 925F,925F,Used,"$ 10,320 USD",2912919
2WD &amp; MFWD TRACTOR,1972 INTERNATIONAL 766,766,Used,"$ 10,200 USD",2979746
FIELD CULTIVATOR,1994 DMI TM,TM,Used,"$ 10,200 USD",2776333
2WD &amp; MFWD TRACTOR,1973 CASE 1175,1175,Used,"$ 10,200 USD",3064738
RIPPER,BRENT CPC,CPC,Used,"$ 10,200 USD",3011916
FLEX HEAD,2000 CASE IH 1020,1020,Used,"$ 10,200 USD",4647661
SICKLE MOWER,2002 ROWSE D9,D9,Used,"$ 10,200 USD",3014746
SOIL FINISHER,1998 JOHN DEERE 724,724,Used,"$ 10,200 USD",3061375
2WD &amp; MFWD TRACTOR,2005 KUBOTA BX2230,BX2230,Used,"$ 10,114 ",3068450
FLEX HEAD,2020 CASE IH 2020,2020,Used,"$ 10,080 USD",2868325
SPRAYER PULL-TYPE,2004 NEW HOLLAND SF115,SF115,Used,"$ 10,000 USD",2861835
SKIDSTEER-TRACK,2013 JOHN DEERE 332,332,Used,"$ 10,000 USD",2432572
PACKER-AG,1991 SUMMERS 40,40,Used,"$ 9,990 USD",2923761
FLEX HEAD,2005 CASE IH 1020,1020,Used,"$ 9,960 USD",3015405
CORNHEAD,2000 NEW HOLLAND 996,996,Used,"$ 9,960 USD",3064198
BALE PROCESS,2014 HAYBUSTER 2100,2100,Used,"$ 9,960 USD",3009187
FLEX HEAD,1997 CASE IH 1020,1020,Used,"$ 9,960 USD",3022298
FLEX HEAD,2009 CASE IH 2020,2020,Used,"$ 9,950 USD",3064290
COMBINE,1987 CASE IH 1680,1680,Used,"$ 9,950 USD",6465517
2WD &amp; MFWD TRACTOR,2014 KUBOTA BX2670,BX2670,Used,"$ 9,900 USD",2871307
MOWER CONDITIONER,2002 AGCO 1365,1365,Used,"$ 9,900 USD",2222142
MOWER CONDITIONER,1990 NEW HOLLAND 411,411,Used,"$ 9,900 USD",3051014
FLEX HEAD,2004 CASE IH 1020,1020,Used,"$ 9,900 USD",3052204
PLANTER,WHITE 6100,6100,Used,"$ 9,840 USD",3007745
FLEX HEAD,2009 CASE IH 2020,2020,Used,"$ 9,750 USD",3031386
MOWER CONDITIONER,2006 NEW HOLLAND 1475,1475,Used,"$ 9,720 USD",3030795
CORNHEAD,2004 CASE IH 2208,2208,Used,"$ 9,600 USD",3016294
2WD &amp; MFWD TRACTOR,1975 INTERNATIONAL 1466,1466,Used,"$ 9,600 USD",3078720
FLEX HEAD,2004 CASE IH 1020,1020,Used,"$ 9,600 USD",2862353
BALER,JOHN DEERE 566,566,Used,"$ 9,600 USD",3004800
AUGER,2010 FARMKING 13X95,13X95,Used,"$ 9,600 USD",2886056
FLEX HEAD,1995 CASE IH 1020,1020,Used,"$ 9,600 USD",3019408
FLEX HEAD,2010 CASE IH 2020,2020,Used,"$ 9,600 USD",2621947
GRAIN CART,DEMCO 550,550,Used,"$ 9,600 ",3068375
TRAILER-AG (WAGONS GRAVITY BO,2010 YETTER 2000,2000,Used,"$ 9,600 USD",3081646
FIELD CULTIVATOR,JOHN DEERE 960,960,Used,"$ 9,600 USD",2962521
SPRAYER PULL-TYPE,2011 SCHABEN 8500,8500,Used,"$ 9,540 USD",2907870
AUGER,2004 WESTFIELD 13X71,13X71,Used,"$ 9,500 USD",2972205
FLEX HEAD,2009 CASE IH 2020,2020,Used,"$ 9,500 USD",3001721
DISC MOWER,2018 NEW HOLLAND H6740,H6740,Used,"$ 9,480 USD",3063425
RAKE,2002 KUHN GA7301,GA7301,Used,"$ 9,360 USD",3029583
CORNHEAD,2007 DRAGO 636,636,Used,"$ 9,360 USD",2871314
SPRAYER PULL-TYPE,2004 SUMMERS ULTIMATE,ULTIMATE,Used,"$ 9,000 USD",3069217
FLEX HEAD,2002 CASE IH 1020,1020,Used,"$ 9,000 USD",2618941
FLEX HEAD,2010 CASE IH 2020,2020,Used,"$ 9,000 USD",2941976
LOADER-AG,2009 CASE IH L750,L750,Used,"$ 9,000 ",3088181
GRAIN CART,2004 EZ TRAIL 510,510,Used,"$ 9,000 USD",3035878
RIPPER,1995 DMI 730,730,Used,"$ 9,000 USD",3035608
AUGER,WESTFIELD MK13X61,MK13X61,Used,"$ 9,000 USD",3035550
TRACTOR ATCH,CASE IH WEIGHTS,WEIGHTS,Used,"$ 9,000 ",3059450
SPRAYER PULL-TYPE,SUMMERS ULTIMATE,ULTIMATE,Used,"$ 8,940 USD",3053447
PLANTER,2000 JOHN DEERE 7300,7300,Used,"$ 8,900 USD",2971691
COMBINE,1986 CASE IH 1660,1660,Used,"$ 8,800 USD",2828182
2WD &amp; MFWD TRACTOR,2006 FOTON 254,254,Used,"$ 8,760 USD",3018053
SPRAYER PULL-TYPE,2010 FAST 2000,2000,Used,"$ 8,760 USD",2801888
FLEX HEAD,2009 CASE IH 2020,2020,Used,"$ 8,760 USD",2928407
DISC MOWER,2015 CASE IH MD92,MD92,Used,"$ 8,520 ",3068311
RAKE,2020 VERMEER vr1224,vr1224,Used,"$ 8,500 USD",3067190
FLEX HEAD,CASE IH 2020,2020,Used,"$ 8,500 USD",2945560
BOX DRILL GRAIN DRILL,CASE IH 5400,5400,Used,"$ 8,400 ",3059442
BALER,2008 NEW HOLLAND BR7090,BR7090,Used,"$ 8,400 USD",3018231
FLEX HEAD,CASE IH 1020,1020,Used,"$ 8,400 USD",3031757
FLEX HEAD,CASE IH 2020,2020,Used,"$ 8,400 ",3059337
RAKE,2004 VERMEER R23A,R23A,Used,"$ 8,400 USD",3032304
FLEX HEAD,2010 CASE IH 2020,2020,Used,"$ 8,308 ",3059363
DISC MOWER,2013 KUHN GMD600,GMD600,Used,"$ 8,280 USD",2989819
DISK,CASE IH 3900,3900,Used,"$ 8,280 USD",2952023
FIELD CULTIVATOR,CASE IH 4900,4900,Used,"$ 8,280 USD",3071691
RAKE,KUHN 4220,4220,Used,"$ 8,280 USD",3021313
FLEX HEAD,2002 CASE IH 1020,1020,Used,"$ 8,270 ",3068313
RAKE,2020 NEW HOLLAND 819,819,Used,"$ 8,200 USD",3028278
FLEX HEAD,2000 CASE IH 1020,1020,Used,"$ 8,160 USD",3067735
TRACTOR ATCH,CASE IH BRACKET,BRACKET,Used,"$ 8,012 ",3059456
SHREDDER,2000 LOFTNESS 240,240,Used,"$ 7,980 USD",2916006
DISC MOWER,1995 JOHN DEERE 275,275,Used,"$ 7,950 USD",2935998
FLEX HEAD,CASE IH 1020,1020,Used,"$ 7,920 ",3068335
DISC MOWER,2010 KUHN GMD700,GMD700,Used,"$ 7,800 USD",3074913
SPRAYER PULL-TYPE,SUMMERS 1500,1500,Used,"$ 7,800 USD",3018121
CORNHEAD,2000 CASE IH 1083,1083,Used,"$ 7,800 ",3068317
GRAIN CART,EZ TRAIL 500,500,Used,"$ 7,800 ",3068386
FLEX HEAD,2009 CASE IH 2020,2020,Used,"$ 7,800 USD",3060300
ROTARY MOWER,KUBOTA F2560,F2560,Used,"$ 7,680 ",3059573
FLEX HEAD,1994 NEW HOLLAND 973,973,Offers available,"$ 7,600 USD",2762115
FLEX HEAD,2007 CASE IH 2020,2020,Used,"$ 7,560 USD",2520244
TRACTOR ATCH,CASE IH WEIGHTS,WEIGHTS,Used,"$ 7,500 ",3059449
GRAVITY WAGON,BRENT 440,440,Used,"$ 7,500 USD",3033366
FLEX HEAD,2009 CASE IH 2020,2020,Used,"$ 7,440 USD",2172354
FIELD CULTIVATOR,1997 CASE IH 4300,4300,Used,"$ 7,440 ",3085671
FLEX HEAD,1996 CASE IH 1020,1020,Used,"$ 7,440 USD",3072953
FLEX HEAD,2007 CASE IH 2020,2020,Used,"$ 7,200 USD",3085133
SNOW BLOWER,2016 NORMAND N92-280HINV,N92-280HINV,Used,"$ 7,200 USD",2862062
BALER,2001 NEW HOLLAND 688,688,Used,"$ 7,200 USD",3002574
DISC MOWER,2015 NEW HOLLAND H6750,H6750,Used,"$ 7,200 USD",2969889
PLANTER,WHITE 6100,6100,Used,"$ 7,200 USD",3025283
AUGER,2010 SUDENGA TD231P,TD231P,Used,"$ 7,200 ",3068489
LOADER-AG,WESTENDORF XTA700,XTA700,Used,"$ 7,200 USD",3087421
FLEX HEAD,2007 CASE IH 2020,2020,Used,"$ 7,200 USD",2930017
FLEX HEAD,2001 CASE IH 1020,1020,Used,"$ 7,200 USD",3019995
FLEX HEAD,2004 CASE IH 1020,1020,Used,"$ 7,100 USD",2752715
SICKLE MOWER,1995 ROWSE D9,D9,Used,"$ 7,100 USD",2854242
CONVEYER-AG,BATCO 1335,1335,Used,"$ 7,080 USD",3083876
LOADER-AG,MILLER PL2X,PL2X,Used,"$ 7,080 USD",3014412
RIPPER,2001 SUNFLOWER 4311,4311,Used,"$ 6,960 USD",3051367
SPRAYER PULL-TYPE,2004 SPRAY AIR 3600,3600,Used,"$ 6,960 USD",2955721
DISC MOWER,2011 CASE IH MD92,MD92,Used,"$ 6,930 ",3068331
FLEX HEAD,1994 CASE IH 1020,1020,Used,"$ 6,900 USD",3087599
DISC MOWER,2009 KUHN GMD600,GMD600,Used,"$ 6,900 USD",3001805
FLEX HEAD,2006 CASE IH 2020,2020,Used,"$ 6,850 USD",3012385
FLEX HEAD,1997 JOHN DEERE 925F,925F,Used,"$ 6,750 USD",3040901
DISC MOWER,NEW HOLLAND H6740,H6740,Used,"$ 6,720 USD",3065794
DISC MOWER,2012 NEW HOLLAND H6740,H6740,Used,"$ 6,700 USD",3015462
FLEX HEAD,1996 CASE IH 1020,1020,Used,"$ 6,600 ",3068315
FLEX HEAD,CASE IH 1020,1020,Used,"$ 6,600 USD",3013816
AUGER,WESTFIELD 10X61,10X61,Used,"$ 6,600 USD",3072857
FLEX HEAD,1998 CASE IH 1020,1020,Used,"$ 6,600 USD",3016723
HARROW,1991 SUMMERS SUPER,SUPER,Used,"$ 6,600 USD",3019568
RIPPER,2005 BRENT CPC,CPC,Used,"$ 6,600 USD",3070106
ROTARY MOWER,2012 BUSH HOG 2010,2010,Used,"$ 6,500 USD",3020153
TRANSPORT,2014 UNVERFERTH HT36,HT36,Used,"$ 6,500 USD",3076454
CORNHEAD,2000 CASE IH 1083,1083,Used,"$ 6,480 USD",2912681
WINDROWER-SELF PROPELLED,HESSTON 6450,6450,Used,"$ 6,480 USD",3014692
PLOW,INTERNATIONAL 800,800,Used,"$ 6,300 USD",2992933
FLEX HEAD,1998 CASE IH 1020,1020,Used,"$ 6,300 USD",3010816
AUGER,HUTCHINSON 10X72,10X72,Used,"$ 6,300 USD",3047775
PICK-UP HEAD,1997 JOHN DEERE 914,914,Used,"$ 6,250 USD",3008038
FLEX HEAD,1998 CASE IH 1020,1020,Used,"$ 6,250 USD",2926453
DISC MOWER,2011 KUHN 800,800,Used,"$ 6,250 USD",3072351
TRANSPORT,2008 UNVERFERTH HT36,HT36,Used,"$ 6,250 USD",2869700
PICK-UP HEAD,1994 JOHN DEERE 914,914,Used,"$ 6,250 USD",3008045
PICK-UP HEAD,1993 JOHN DEERE 914,914,Used,"$ 6,250 USD",3008047
PICK-UP HEAD,1997 JOHN DEERE 914,914,Used,"$ 6,250 USD",3008040
FLEX HEAD,1997 CASE IH 1020,1020,Used,"$ 6,250 USD",3063049
DISK,1991 JOHN DEERE 630,630,Used,"$ 6,240 USD",3079989
SHREDDER,WOODS 20,20,Used,"$ 6,125 USD",3076402
CONVEYER-AG,2019 KWIK BELT 1815,1815,Used,"$ 6,120 USD",2973751
DISC MOWER,2009 CASE IH MD92,MD92,Used,"$ 6,025 USD",3015525
CORNHEAD,1998 CASE IH 1083,1083,Used,"$ 6,000 USD",2923708
DISC MOWER,2008 NEW HOLLAND H6750,H6750,Used,"$ 5,975 USD",2958866
2WD &amp; MFWD TRACTOR,2001 KUBOTA BX2200,BX2200,Used,"$ 5,950 USD",2930401
SNOW BLOWER,1996 FAIR 848,848,Used,"$ 5,937 USD",3016885
AUGER,HARVEST INTL 10X72,10X72,Used,"$ 5,937 ",3068414
TIRES,2019 MICHELIN 23 5X25,23 5X25,Used,"$ 5,900 USD",3058375
SPRAYER PULL-TYPE,2002 RED BALL 670,670,Used,"$ 5,900 USD",2753033
TIRES,2019 MICHELIN 23 5X25,23 5X25,Used,"$ 5,900 USD",3058377
SPRAYER PULL-TYPE,HARDI HC950M,HC950M,Used,"$ 5,875 USD",2994493
AUGER,FARMKING 1070,1070,Used,"$ 5,800 USD",3067839
FLEX HEAD,1995 CASE IH 1020,1020,Used,"$ 5,700 USD",3060510
SNOW BLOWER,2017 SHEYENNE 74,74,Used,"$ 5,700 USD",3072129
GPS UNIT,CASE IH FM750,FM750,Used,"$ 5,690 ",3059393
TRACTOR ATCH,CASE IH BRACKET,BRACKET,Used,"$ 5,660 ",3059455
CORNHEAD,JOHN DEERE 853,853,Used,"$ 5,625 USD",2948296
TRAILER-AG (WAGONS GRAVITY BO,1996 RICHARDTON 1200,1200,Used,"$ 5,625 USD",2899439
TRANSPORT,2021 INDUSTRIAS AMERICA 435,435,Used,"$ 5,600 USD",3045865
FIELD CULTIVATOR,WILRICH 35,35,Used,"$ 5,556 USD",2872028
FLEX HEAD,1995 CASE IH 1020,1020,Used,"$ 5,250 USD",3019442
BALER,NEW HOLLAND 650,650,Used,"$ 5,200 USD",2820456
FLEX HEAD,1996 CASE IH 1020,1020,Used,"$ 5,000 USD",2994737
FLEX HEAD,1990 CASE IH 1020,1020,Used,"$ 5,000 USD",2879763
MOWER CONDITIONER,2002 MACDON 16,16,Used,"$ 5,000 USD",3062676
AUGER,2009 WESTFIELD 10X71,10X71,Used,"$ 5,000 USD",3080958
HARROW,SUMMERS HARROW,HARROW,Used,"$ 4,922 ",3069116
FIELD CULTIVATOR,CASE IH 4900,4900,Offers available,"$ 4,900 USD",2825403
CORNHEAD,1990 CASE IH 1083,1083,Used,"$ 4,875 USD",3013626
TRACTOR ATCH,CASE IH WEIGHTS,WEIGHTS,Used,"$ 4,780 ",3063624
SNOW BLOWER,2014 CATERPILLAR SR21,SR21,Used,"$ 4,750 USD",3054088
TRACTOR ATCH,CASE IH TIRES,TIRES,Used,"$ 4,593 ",3059471
POST HOLE AUGER,2017 CASE X1475,X1475,Used,"$ 4,560 USD",2375360
BALER,1999 HESSTON 555T,555T,Used,"$ 4,500 USD",2962689
TRANSPORT,PMC 32,32,Used,"$ 4,437 USD",3077046
TRACTOR ATCH,JOHN DEERE REEL,REEL,Used,"$ 4,400 USD",2934435
TIRES,CASE IH SPACERS,SPACERS,Used,"$ 4,400 USD",2753174
TRANSPORT,2012 J&amp;M MANUFACTURING TB6000H,TB6000H,Used,"$ 4,400 USD",3087817
AUGER,WESTFIELD 8X61,8X61,Used,"$ 4,375 USD",3064239
AUGER,2001 WESTFIELD 10X71,10X71,Used,"$ 4,375 ",3059676
FLEX HEAD,1994 NEW HOLLAND 973,973,Used,"$ 4,375 USD",3064191
SEEDER,2002 LANDPRIDE PS1548,PS1548,Used,"$ 4,375 USD",3009527
TRACTOR ATCH,2020 CASE IH TIRES,TIRES,Used,"$ 4,266 ",3059458
CORNHEAD,CASE IH 1063,1063,Used,"$ 4,250 USD",3012067
FLEX HEAD,2000 CASE IH 1020,1020,Used,"$ 4,150 ",3068323
BALER,VERMEER 605K,605K,Used,"$ 4,125 USD",2972930
AUGER,WESTFIELD 10X71,10X71,Used,"$ 4,000 USD",2754411
RAKE,NEW HOLLAND 144,144,Used,"$ 4,000 USD",2940935
FLEX HEAD,1993 CASE IH 1020,1020,Used,"$ 4,000 USD",2860784
CORNHEAD,CASE IH 1063,1063,Used,"$ 3,750 USD",3012033
PICK-UP HEAD,1989 JOHN DEERE 912,912,Used,"$ 3,750 USD",3008043
CONVEYER-AG,B&amp;H M108,M108,Used,"$ 3,750 ",3068219
CORNHEAD,1991 CASE IH 1063,1063,Used,"$ 3,750 USD",3080736
TRANSPORT,HOMEMADE 25,25,Used,"$ 3,750 USD",2925323
AUGER,2012 WESTFIELD 8X51,8X51,Used,"$ 3,750 USD",3000518
